#observation_date,DTWEXAFEGS_20200406,DTWEXBGS_20200406,DTWEXEMEGS_20200406
2019-07-05, 109.838, 115.079, 121.774
2019-07-08, 109.859, 114.986, 121.561
2019-07-09, 109.993, 115.066, 121.586
2019-07-10, 109.613, 115.055, 121.957
2019-07-11, 109.470, 114.804, 121.593
2019-07-12, 109.351, 114.742, 121.587
2019-07-15, 109.314, 114.656, 121.450
2019-07-16, 109.720, 114.975, 121.683
2019-07-17, 109.562, 114.849, 121.588
2019-07-18, 109.574, 114.843, 121.562
2019-07-19, 109.564, 114.836, 121.558
2019-07-22, 109.706, 114.968, 121.682
2019-07-23, 110.074, 115.257, 121.894
2019-07-24, 110.086, 115.198, 121.759
2019-07-25, 110.184, 115.254, 121.771
2019-07-26, 110.562, 115.496, 121.875
2019-07-29, 110.557, 115.546, 121.984
2019-07-30, 110.659, 115.576, 121.940
2019-07-31, 110.578, 115.448, 121.761
2019-08-01, 111.059, 115.998, 122.390
2019-08-02, 110.645, 116.159, 123.149
2019-08-05, 110.100, 116.608, 124.648
2019-08-06, 110.345, 116.703, 124.586
2019-08-07, 110.218, 116.839, 125.001
2019-08-08, 110.182, 116.503, 124.344
2019-08-09, 110.032, 116.480, 124.455
2019-08-12, 110.125, 116.810, 125.041
2019-08-13, 110.389, 116.767, 124.670
2019-08-14, 110.686, 117.127, 125.102
2019-08-15, 110.836, 117.257, 125.212
2019-08-16, 110.814, 117.109, 124.929
2019-08-19, 110.900, 117.420, 125.480
2019-08-20, 110.931, 117.408, 125.423
2019-08-21, 110.809, 117.213, 125.149
2019-08-22, 110.801, 117.399, 125.542
2019-08-23, 110.413, 117.361, 125.876
2019-08-26, 110.601, 117.740, 126.462
2019-08-27, 110.600, 117.826, 126.642
2019-08-28, 110.753, 117.953, 126.743
2019-08-29, 111.028, 118.127, 126.812
2019-08-30, 111.323, 118.216, 126.681
2019-09-02,   0.000,   0.000,   0.000
2019-09-03, 111.499, 118.372, 126.817
2019-09-04, 110.968, 117.732, 126.055
2019-09-05, 110.849, 117.539, 125.781
2019-09-06, 110.666, 117.180, 125.231
2019-09-09, 110.541, 117.114, 125.228
2019-09-10, 110.644, 117.138, 125.168
2019-09-11, 111.037, 117.356, 125.202
2019-09-12, 110.740, 116.879, 124.532
2019-09-13, 110.788, 116.810, 124.338
2019-09-16, 111.034, 117.053, 124.581
2019-09-17, 110.794, 117.027, 124.781
2019-09-18, 110.926, 117.020, 124.627
2019-09-19, 110.912, 117.132, 124.873
2019-09-20, 111.103, 117.222, 124.856
2019-09-23, 111.134, 117.347, 125.083
2019-09-24, 110.967, 117.272, 125.104
2019-09-25, 111.448, 117.699, 125.477
2019-09-26, 111.488, 117.769, 125.581
2019-09-27, 111.500, 117.761, 125.552
2019-09-30, 111.694, 117.987, 125.814
2019-10-01, 111.577, 118.005, 125.975
2019-10-02, 111.571, 118.016, 126.003
2019-10-03, 111.267, 117.717, 125.707
2019-10-04, 111.442, 117.582, 125.242
2019-10-07, 111.357, 117.609, 125.388
2019-10-08, 111.683, 117.789, 125.415
2019-10-09, 111.603, 117.731, 125.382
2019-10-10, 111.189, 117.330, 124.990
2019-10-11, 110.671, 116.870, 124.586
2019-10-14,   0.000,   0.000,   0.000
2019-10-15, 110.739, 116.857, 124.488
2019-10-16, 110.427, 116.700, 124.491
2019-10-17, 109.970, 116.323, 124.197
2019-10-18, 109.785, 116.203, 124.143
2019-10-21, 109.680, 116.108, 124.059
2019-10-22, 109.722, 116.047, 123.888
2019-10-23, 109.895, 116.112, 123.837
2019-10-24, 110.038, 116.179, 123.827
2019-10-25, 110.079, 116.125, 123.672
2019-10-28, 110.042, 116.071, 123.599
2019-10-29, 109.898, 116.032, 123.671
2019-10-30, 110.123, 116.215, 123.811
2019-10-31, 109.713, 115.965, 123.727
2019-11-01, 109.633, 115.785, 123.441
2019-11-04, 109.844, 115.909, 123.474
2019-11-05, 110.358, 116.139, 123.408
2019-11-06, 110.315, 116.125, 123.425
2019-11-07, 110.543, 116.129, 123.195
2019-11-08, 110.778, 116.359, 123.421
2019-11-11,   0.000,   0.000,   0.000
2019-11-12, 110.718, 116.603, 123.987
2019-11-13, 110.764, 116.862, 124.472
2019-11-14, 110.653, 116.826, 124.514
2019-11-15, 110.518, 116.466, 123.912
2019-11-18, 110.240, 116.399, 124.068
2019-11-19, 110.362, 116.575, 124.301
2019-11-20, 110.639, 116.864, 124.607
2019-11-21, 110.517, 116.779, 124.559
2019-11-22, 110.833, 116.945, 124.569
2019-11-25, 110.947, 117.037, 124.639
2019-11-26, 110.921, 117.078, 124.751
2019-11-27, 110.976, 117.150, 124.841
2019-11-28,   0.000,   0.000,   0.000
2019-11-29, 110.893, 117.147, 124.923
2019-12-02, 110.564, 117.007, 124.981
2019-12-03, 110.328, 116.945, 125.103
2019-12-04, 110.152, 116.742, 124.870
2019-12-05, 109.865, 116.438, 124.545
2019-12-06, 110.301, 116.580, 124.378
2019-12-09, 110.132, 116.376, 124.134
2019-12-10, 110.037, 116.304, 124.085
2019-12-11, 109.928, 116.199, 123.984
2019-12-12, 109.887, 115.913, 123.436
2019-12-13, 109.679, 115.739, 123.297
2019-12-16, 109.602, 115.599, 123.089
2019-12-17, 109.743, 115.600, 122.944
2019-12-18, 109.840, 115.704, 123.055
2019-12-19, 109.748, 115.646, 123.031
2019-12-20, 110.108, 115.797, 122.967
2019-12-23, 110.138, 115.846, 123.035
2019-12-24, 110.100, 115.827, 123.035
2019-12-25,   0.000,   0.000,   0.000
2019-12-26, 109.929, 115.671, 122.894
2019-12-27, 109.365, 115.270, 122.661
2019-12-30, 108.987, 115.018, 122.539
2019-12-31, 108.579, 114.719, 122.351
2020-01-01,   0.000,   0.000,   0.000
2020-01-02, 109.042, 115.017, 122.478
2020-01-03, 108.954, 115.030, 122.597
2020-01-06, 108.850, 115.002, 122.648
2020-01-07, 109.267, 115.188, 122.594
2020-01-08, 109.453, 115.164, 122.349
2020-01-09, 109.749, 115.274, 122.265
2020-01-10, 109.604, 115.105, 122.069
2020-01-13, 109.630, 115.085, 122.001
2020-01-14, 109.645, 115.075, 121.965
2020-01-15, 109.437, 115.013, 122.054
2020-01-16, 109.562, 115.054, 122.010
2020-01-17, 109.858, 115.112, 121.820
2020-01-20,   0.000,   0.000,   0.000
2020-01-21, 109.798, 115.241, 122.147
2020-01-22, 109.929, 115.278, 122.085
2020-01-23, 110.087, 115.606, 122.595
2020-01-24, 110.185, 115.604, 122.489
2020-01-27, 110.279, 115.856, 122.908
2020-01-28, 110.428, 115.766, 122.569
2020-01-29, 110.498, 115.740, 122.442
2020-01-30, 110.266, 115.852, 122.913
2020-01-31, 109.945, 115.785, 123.112
2020-02-03, 110.395, 116.188, 123.470
2020-02-04, 110.483, 115.992, 122.974
2020-02-05, 110.778, 116.057, 122.801
2020-02-06, 110.982, 116.199, 122.879
2020-02-07, 111.187, 116.560, 123.408
2020-02-10, 111.355, 116.615, 123.344
2020-02-11, 111.240, 116.403, 123.030
2020-02-12, 111.190, 116.321, 122.914
2020-02-13, 111.332, 116.433, 122.995
2020-02-14, 111.393, 116.448, 122.963
2020-02-17,   0.000,   0.000,   0.000
2020-02-18, 111.543, 116.635, 123.191
2020-02-19, 111.858, 116.816, 123.236
2020-02-20, 112.077, 117.290, 123.980
2020-02-21, 111.596, 117.092, 124.073
2020-02-24, 111.633, 117.452, 124.774
2020-02-25, 111.477, 117.288, 124.600
2020-02-26, 111.596, 117.471, 124.853
2020-02-27, 111.287, 117.458, 125.150
2020-02-28, 111.160, 117.769, 125.927
2020-03-02, 110.226, 116.946, 125.214
2020-03-03, 110.031, 116.621, 124.748
2020-03-04, 110.378, 116.913, 124.984
2020-03-05, 109.807, 116.953, 125.677
2020-03-06, 109.065, 116.898, 126.363
2020-03-09, 108.419, 117.421, 128.172
2020-03-10, 109.696, 118.146, 128.293
2020-03-11, 110.076, 118.491, 128.602
2020-03-12, 111.823, 120.776, 131.495
2020-03-13, 112.550, 120.707, 130.553
2020-03-16, 112.117, 121.251, 132.174
2020-03-17, 113.984, 122.803, 133.390
2020-03-18, 115.900, 124.508, 134.878
2020-03-19, 116.722, 125.388, 135.828
2020-03-20, 116.665, 125.231, 135.560
2020-03-23, 117.031, 126.472, 137.769
2020-03-24, 116.322, 125.821, 137.177
2020-03-25, 115.808, 125.111, 136.247
2020-03-26, 113.554, 122.705, 133.657
2020-03-27, 112.994, 122.706, 134.280
2020-03-30, 113.355, 123.606, 135.786
2020-03-31, 113.125, 122.824, 134.382
2020-04-01, 113.734, 124.110, 136.433
2020-04-02, 113.975, 123.888, 135.692
2020-04-03, 114.607, 124.731, 136.777
