#observation_date,DTWEXAFEGS_20200406,DTWEXBGS_20200406,DTWEXEMEGS_20200406
2006-01-02, 101.788, 101.416, 100.940
2006-01-03, 100.698, 100.756, 100.831
2006-01-04, 100.053, 100.231, 100.459
2006-01-05, 100.270, 100.299, 100.337
2006-01-06,  99.894, 100.023, 100.189
2006-01-09, 100.340, 100.177,  99.968
2006-01-10, 100.180, 100.142, 100.094
2006-01-11,  99.699,  99.870, 100.090
2006-01-12, 100.222, 100.062,  99.857
2006-01-13,  99.927,  99.967, 100.017
2006-01-16,  99.927,  99.970, 100.026
2006-01-17, 100.362, 100.243, 100.091
2006-01-18, 100.514, 100.406, 100.266
2006-01-19, 100.228, 100.183, 100.126
2006-01-20,  99.899,  99.902,  99.904
2006-01-23,  99.055,  99.379,  99.797
2006-01-24,  99.084,  99.344,  99.680
2006-01-25,  99.170,  99.349,  99.580
2006-01-26,  99.408,  99.481,  99.575
2006-01-27,  99.809,  99.646,  99.436
2006-01-30,  99.949,  99.718,  99.420
2006-01-31,  99.524,  99.434,  99.318
2006-02-01,  99.793,  99.617,  99.390
2006-02-02,  99.904,  99.795,  99.654
2006-02-03, 100.486, 100.121,  99.654
2006-02-06, 100.729, 100.141,  99.390
2006-02-07, 100.693, 100.179,  99.520
2006-02-08, 101.076, 100.491,  99.742
2006-02-09, 100.749, 100.216,  99.535
2006-02-10, 100.978, 100.324,  99.489
2006-02-13, 101.056, 100.398,  99.557
2006-02-14, 101.116, 100.401,  99.489
2006-02-15, 101.165, 100.452,  99.542
2006-02-16, 101.324, 100.521,  99.498
2006-02-17, 101.130, 100.344,  99.343
2006-02-20, 101.130, 100.349,  99.353
2006-02-21, 100.966, 100.240,  99.313
2006-02-22, 101.021, 100.393,  99.591
2006-02-23, 100.771, 100.199,  99.468
2006-02-24, 100.961, 100.263,  99.371
2006-02-27, 100.649, 100.076,  99.343
2006-02-28, 100.207,  99.774,  99.219
2006-03-01, 100.350,  99.840,  99.188
2006-03-02,  99.852,  99.603,  99.282
2006-03-03,  99.895,  99.708,  99.468
2006-03-06, 100.286,  99.989,  99.608
2006-03-07, 100.991, 100.567, 100.025
2006-03-08, 101.238, 100.859, 100.373
2006-03-09, 101.270, 100.774, 100.140
2006-03-10, 101.653, 100.960, 100.075
2006-03-13, 101.458, 100.860, 100.096
2006-03-14, 100.641, 100.316,  99.899
2006-03-15, 100.593, 100.216,  99.732
2006-03-16, 100.160,  99.910,  99.589
2006-03-17,  99.986,  99.864,  99.708
2006-03-20, 100.261, 100.051,  99.781
2006-03-21, 100.832, 100.473, 100.013
2006-03-22, 100.693, 100.498, 100.247
2006-03-23, 101.279, 100.828, 100.249
2006-03-24, 101.131, 100.780, 100.329
2006-03-27, 101.079, 100.836, 100.524
2006-03-28, 100.968, 100.800, 100.584
2006-03-29, 101.388, 101.048, 100.611
2006-03-30, 100.657, 100.572, 100.463
2006-03-31, 100.805, 100.562, 100.251
2006-04-03, 101.031, 100.623, 100.100
2006-04-04, 100.281, 100.135,  99.947
2006-04-05, 100.146, 100.083, 100.001
2006-04-06, 100.065, 100.163, 100.288
2006-04-07, 100.359, 100.424, 100.508
2006-04-10, 100.473, 100.415, 100.339
2006-04-11, 100.271, 100.296, 100.328
2006-04-12, 100.347, 100.365, 100.388
2006-04-13, 100.431, 100.482, 100.546
2006-04-14, 100.475, 100.475, 100.475
2006-04-17,  99.501,  99.879, 100.367
2006-04-18,  99.369,  99.681, 100.084
2006-04-19,  98.873,  99.354,  99.976
2006-04-20,  99.068,  99.504, 100.067
2006-04-21,  98.879,  99.442, 100.169
2006-04-24,  98.494,  99.122,  99.936
2006-04-25,  98.183,  98.975, 100.003
2006-04-26,  97.854,  98.898, 100.257
2006-04-27,  97.395,  98.522,  99.991
2006-04-28,  96.826,  98.149,  99.878
2006-05-01,  96.513,  97.917,  99.752
2006-05-02,  96.200,  97.666,  99.586
2006-05-03,  96.191,  97.566,  99.364
2006-05-04,  96.020,  97.498,  99.431
2006-05-05,  95.705,  97.268,  99.315
2006-05-08,  95.751,  97.202,  99.099
2006-05-09,  95.333,  96.966,  99.108
2006-05-10,  95.018,  96.647,  98.783
2006-05-11,  94.664,  96.546,  99.022
2006-05-12,  94.838,  96.885,  99.583
2006-05-15,  95.208,  97.364, 100.210
2006-05-16,  95.138,  97.202,  99.923
2006-05-17,  95.500,  97.477, 100.081
2006-05-18,  95.546,  97.708, 100.561
2006-05-19,  95.953,  97.938, 100.552
2006-05-22,  95.493,  97.942, 101.186
2006-05-23,  95.438,  97.710, 100.711
2006-05-24,  96.146,  98.397, 101.371
2006-05-25,  95.464,  97.849, 101.003
2006-05-26,  95.759,  97.907, 100.740
2006-05-29,  95.759,  97.901, 100.726
2006-05-30,  94.955,  97.595, 101.100
2006-05-31,  95.238,  97.777, 101.144
2006-06-01,  95.261,  97.781, 101.119
2006-06-02,  94.811,  97.562, 101.218
2006-06-05,  94.733,  97.376, 100.884
2006-06-06,  95.826,  98.151, 101.225
2006-06-07,  95.844,  98.171, 101.246
2006-06-08,  96.812,  98.936, 101.738
2006-06-09,  96.310,  98.554, 101.517
2006-06-12,  96.258,  98.558, 101.596
2006-06-13,  96.710,  98.927, 101.854
2006-06-14,  96.587,  98.841, 101.817
2006-06-15,  96.828,  98.891, 101.610
2006-06-16,  96.956,  98.919, 101.501
2006-06-19,  97.200,  99.151, 101.719
2006-06-20,  96.983,  99.019, 101.700
2006-06-21,  96.289,  98.563, 101.567
2006-06-22,  97.171,  99.093, 101.621
2006-06-23,  97.645,  99.428, 101.769
2006-06-26,  97.582,  99.371, 101.720
2006-06-27,  97.342,  99.227, 101.705
2006-06-28,  97.676,  99.399, 101.660
2006-06-29,  97.420,  99.224, 101.595
2006-06-30,  96.212,  98.257, 100.951
2006-07-03,  96.164,  98.046, 100.520
2006-07-04,  96.164,  98.031, 100.485
2006-07-05,  96.512,  98.317, 100.688
2006-07-06,  96.324,  98.147, 100.542
2006-07-07,  95.922,  97.759, 100.173
2006-07-10,  96.509,  97.987,  99.922
2006-07-11,  96.765,  98.218, 100.120
2006-07-12,  97.165,  98.526, 100.304
2006-07-13,  97.127,  98.565, 100.445
2006-07-14,  97.235,  98.689, 100.590
2006-07-17,  97.918,  99.083, 100.603
2006-07-18,  98.070,  99.141, 100.535
2006-07-19,  97.831,  98.933, 100.369
2006-07-20,  97.466,  98.608, 100.098
2006-07-21,  97.293,  98.528, 100.141
2006-07-24,  97.671,  98.785, 100.237
2006-07-25,  97.973,  98.945, 100.208
2006-07-26,  97.591,  98.748, 100.257
2006-07-27,  96.919,  98.234,  99.953
2006-07-28,  96.608,  98.061,  99.961
2006-07-31,  96.526,  98.006,  99.942
2006-08-01,  96.566,  98.178, 100.291
2006-08-02,  96.255,  97.951, 100.175
2006-08-03,  96.404,  98.077, 100.272
2006-08-04,  95.796,  97.608,  99.989
2006-08-07,  95.713,  97.517,  99.887
2006-08-08,  95.897,  97.660,  99.975
2006-08-09,  95.739,  97.448,  99.692
2006-08-10,  96.449,  97.896,  99.788
2006-08-11,  96.362,  97.794,  99.669
2006-08-14,  96.618,  97.976,  99.751
2006-08-15,  96.312,  97.813,  99.778
2006-08-16,  95.826,  97.399,  99.462
2006-08-17,  95.824,  97.358,  99.368
2006-08-18,  96.344,  97.766,  99.626
2006-08-21,  95.805,  97.395,  99.479
2006-08-22,  96.186,  97.618,  99.491
2006-08-23,  96.014,  97.584,  99.641
2006-08-24,  96.153,  97.804,  99.969
2006-08-25,  96.194,  97.894, 100.124
2006-08-28,  96.194,  97.858, 100.040
2006-08-29,  96.196,  97.785,  99.869
2006-08-30,  95.942,  97.590,  99.752
2006-08-31,  95.996,  97.655,  99.831
2006-09-01,  95.824,  97.520,  99.745
2006-09-04,  95.824,  97.510,  99.722
2006-09-05,  95.945,  97.449,  99.419
2006-09-06,  96.016,  97.619,  99.721
2006-09-07,  96.224,  97.820,  99.913
2006-09-08,  96.877,  98.221,  99.977
2006-09-11,  96.980,  98.394, 100.242
2006-09-12,  96.879,  98.288, 100.130
2006-09-13,  96.794,  98.187, 100.008
2006-09-14,  96.557,  98.019,  99.932
2006-09-15,  97.004,  98.219,  99.805
2006-09-18,  96.904,  98.143,  99.760
2006-09-19,  96.949,  98.179,  99.783
2006-09-20,  96.945,  98.163,  99.752
2006-09-21,  96.558,  97.953,  99.777
2006-09-22,  96.211,  97.874, 100.056
2006-09-25,  96.333,  97.998, 100.181
2006-09-26,  96.616,  98.063,  99.956
2006-09-27,  96.662,  98.019,  99.792
2006-09-28,  96.660,  98.047,  99.860
2006-09-29,  96.864,  98.114,  99.746
2006-10-02,  96.581,  97.934,  99.703
2006-10-03,  96.820,  98.135,  99.853
2006-10-04,  97.202,  98.376,  99.906
2006-10-05,  97.138,  98.285,  99.780
2006-10-06,  97.564,  98.569,  99.877
2006-10-09,  97.564,  98.578,  99.897
2006-10-10,  98.103,  98.921,  99.982
2006-10-11,  98.160,  98.922,  99.911
2006-10-12,  98.180,  98.839,  99.692
2006-10-13,  98.360,  98.807,  99.385
2006-10-16,  98.237,  98.717,  99.337
2006-10-17,  97.925,  98.542,  99.342
2006-10-18,  98.159,  98.624,  99.225
2006-10-19,  97.618,  98.298,  99.178
2006-10-20,  97.356,  98.172,  99.231
2006-10-23,  97.797,  98.457,  99.313
2006-10-24,  97.674,  98.358,  99.244
2006-10-25,  97.506,  98.215,  99.135
2006-10-26,  97.161,  97.900,  98.858
2006-10-27,  96.594,  97.501,  98.679
2006-10-30,  96.690,  97.575,  98.726
2006-10-31,  96.383,  97.398,  98.719
2006-11-01,  96.650,  97.502,  98.608
2006-11-02,  96.782,  97.662,  98.805
2006-11-03,  96.982,  97.728,  98.697
2006-11-06,  97.025,  97.814,  98.839
2006-11-07,  96.504,  97.453,  98.688
2006-11-08,  96.666,  97.588,  98.786
2006-11-09,  96.553,  97.512,  98.759
2006-11-10,  96.435,  97.471,  98.820
2006-11-13,  96.935,  97.797,  98.917
2006-11-14,  96.951,  97.754,  98.796
2006-11-15,  97.043,  97.843,  98.882
2006-11-16,  97.058,  97.817,  98.801
2006-11-17,  97.102,  97.991,  99.147
2006-11-20,  97.219,  98.031,  99.086
2006-11-21,  97.151,  98.027,  99.165
2006-11-22,  96.380,  97.537,  99.047
2006-11-23,  96.380,  97.537,  99.047
2006-11-24,  95.565,  97.072,  99.046
2006-11-27,  95.410,  97.005,  99.096
2006-11-28,  95.183,  96.850,  99.037
2006-11-29,  95.371,  96.864,  98.818
2006-11-30,  94.983,  96.583,  98.682
2006-12-01,  94.835,  96.464,  98.600
2006-12-04,  94.848,  96.437,  98.520
2006-12-05,  94.714,  96.213,  98.176
2006-12-06,  94.953,  96.288,  98.033
2006-12-07,  95.050,  96.325,  97.990
2006-12-08,  95.517,  96.617,  98.049
2006-12-11,  95.548,  96.670,  98.133
2006-12-12,  95.672,  96.716,  98.076
2006-12-13,  95.752,  96.734,  98.013
2006-12-14,  95.969,  96.799,  97.876
2006-12-15,  96.305,  96.990,  97.878
2006-12-18,  96.453,  97.160,  98.077
2006-12-19,  95.925,  96.936,  98.252
2006-12-20,  95.823,  96.782,  98.030
2006-12-21,  95.985,  96.920,  98.136
2006-12-22,  96.329,  97.116,  98.138
2006-12-25,  96.329,  97.127,  98.164
2006-12-26,  96.393,  97.184,  98.209
2006-12-27,  96.441,  97.212,  98.213
2006-12-28,  96.301,  97.070,  98.069
2006-12-29,  96.366,  97.036,  97.905
2007-01-01,  96.366,  97.037,  97.907
2007-01-02,   0.000,   0.000,   0.000
2007-01-03,  96.690,  97.131,  97.703
2007-01-04,  97.099,  97.527,  98.082
2007-01-05,  97.350,  97.781,  98.342
2007-01-08,  97.285,  97.790,  98.444
2007-01-09,  97.508,  97.966,  98.561
2007-01-10,  97.691,  98.096,  98.623
2007-01-11,  97.817,  98.087,  98.441
2007-01-12,  97.511,  97.924,  98.461
2007-01-15,  97.511,  97.924,  98.459
2007-01-16,  97.658,  97.984,  98.410
2007-01-17,  97.458,  97.754,  98.140
2007-01-18,  97.620,  97.832,  98.109
2007-01-19,  97.426,  97.691,  98.036
2007-01-22,  97.588,  97.831,  98.149
2007-01-23,  97.471,  97.816,  98.265
2007-01-24,  97.715,  97.910,  98.168
2007-01-25,  97.571,  97.842,  98.197
2007-01-26,  97.977,  98.151,  98.381
2007-01-29,  97.945,  98.209,  98.555
2007-01-30,  97.897,  98.154,  98.492
2007-01-31,  97.622,  97.967,  98.417
2007-02-01,  97.366,  97.713,  98.166
2007-02-02,  97.820,  97.977,  98.184
2007-02-05,  97.791,  97.872,  97.981
2007-02-06,  97.634,  97.737,  97.876
2007-02-07,  97.601,  97.726,  97.892
2007-02-08,  97.699,  97.819,  97.980
2007-02-09,  97.579,  97.710,  97.885
2007-02-12,  97.794,  97.943,  98.141
2007-02-13,  97.397,  97.710,  98.117
2007-02-14,  96.855,  97.282,  97.837
2007-02-15,  96.665,  97.162,  97.808
2007-02-16,  96.638,  97.168,  97.855
2007-02-19,  96.638,  97.158,  97.833
2007-02-20,  96.896,  97.325,  97.882
2007-02-21,  96.801,  97.275,  97.891
2007-02-22,  96.809,  97.272,  97.872
2007-02-23,  96.566,  97.182,  97.980
2007-02-26,  96.576,  97.234,  98.088
2007-02-27,  96.139,  97.093,  98.331
2007-02-28,  96.338,  97.243,  98.415
2007-03-01,  96.461,  97.339,  98.476
2007-03-02,  96.517,  97.371,  98.480
2007-03-05,  96.972,  97.672,  98.578
2007-03-06,  96.839,  97.513,  98.387
2007-03-07,  96.748,  97.457,  98.376
2007-03-08,  96.996,  97.574,  98.324
2007-03-09,  96.876,  97.458,  98.213
2007-03-12,  96.537,  97.304,  98.299
2007-03-13,  96.392,  97.223,  98.300
2007-03-14,  96.396,  97.278,  98.421
2007-03-15,  96.431,  97.250,  98.312
2007-03-16,  96.103,  97.044,  98.265
2007-03-19,  96.236,  97.110,  98.243
2007-03-20,  95.863,  96.803,  98.023
2007-03-21,  95.726,  96.624,  97.789
2007-03-22,  95.502,  96.394,  97.552
2007-03-23,  95.765,  96.571,  97.615
2007-03-26,  95.701,  96.554,  97.661
2007-03-27,  95.544,  96.461,  97.650
2007-03-28,  95.523,  96.493,  97.752
2007-03-29,  95.607,  96.512,  97.686
2007-03-30,  95.314,  96.324,  97.634
2007-04-02,  95.336,  96.323,  97.605
2007-04-03,  95.572,  96.384,  97.435
2007-04-04,  95.575,  96.371,  97.402
2007-04-05,  95.216,  96.125,  97.305
2007-04-06,  95.472,  96.259,  97.280
2007-04-09,  95.567,  96.299,  97.249
2007-04-10,  95.143,  96.125,  97.399
2007-04-11,  95.068,  96.037,  97.294
2007-04-12,  94.663,  95.808,  97.296
2007-04-13,  94.613,  95.720,  97.157
2007-04-16,  94.354,  95.564,  97.135
2007-04-17,  94.059,  95.394,  97.130
2007-04-18,  93.956,  95.321,  97.097
2007-04-19,  93.885,  95.281,  97.099
2007-04-20,  93.787,  95.180,  96.993
2007-04-23,  93.818,  95.194,  96.985
2007-04-24,  93.722,  95.171,  97.059
2007-04-25,  93.426,  94.861,  96.729
2007-04-26,  93.930,  95.176,  96.797
2007-04-27,  93.657,  95.022,  96.799
2007-04-30,  93.310,  94.849,  96.856
2007-05-01,  93.586,  95.016,  96.879
2007-05-02,  93.670,  95.047,  96.840
2007-05-03,  93.757,  95.029,  96.683
2007-05-04,  93.663,  94.924,  96.564
2007-05-07,  93.420,  94.704,  96.374
2007-05-08,  93.727,  94.876,  96.369
2007-05-09,  93.680,  94.805,  96.265
2007-05-10,  93.932,  94.962,  96.298
2007-05-11,  94.069,  95.014,  96.239
2007-05-14,  93.849,  94.838,  96.121
2007-05-15,  93.381,  94.570,  96.115
2007-05-16,  93.884,  94.826,  96.049
2007-05-17,  93.914,  94.847,  96.056
2007-05-18,  93.577,  94.671,  96.091
2007-05-21,  93.745,  94.716,  95.978
2007-05-22,  93.667,  94.589,  95.784
2007-05-23,  93.450,  94.470,  95.794
2007-05-24,  93.676,  94.716,  96.066
2007-05-25,  93.523,  94.516,  95.804
2007-05-28,  93.523,  94.509,  95.789
2007-05-29,  93.254,  94.368,  95.813
2007-05-30,  93.518,  94.562,  95.919
2007-05-31,  93.277,  94.336,  95.712
2007-06-01,  93.069,  94.148,  95.549
2007-06-04,  92.758,  94.013,  95.645
2007-06-05,  92.679,  94.014,  95.751
2007-06-06,  92.667,  94.137,  96.052
2007-06-07,  92.921,  94.369,  96.254
2007-06-08,  93.337,  94.775,  96.648
2007-06-11,  93.328,  94.673,  96.424
2007-06-12,  93.456,  94.714,  96.349
2007-06-13,  93.718,  94.916,  96.472
2007-06-14,  93.827,  94.918,  96.335
2007-06-15,  93.680,  94.638,  95.881
2007-06-18,  93.684,  94.563,  95.703
2007-06-19,  93.337,  94.339,  95.640
2007-06-20,  93.303,  94.378,  95.774
2007-06-21,  93.618,  94.623,  95.926
2007-06-22,  93.370,  94.453,  95.860
2007-06-25,  93.417,  94.526,  95.966
2007-06-26,  93.258,  94.484,  96.077
2007-06-27,  93.345,  94.578,  96.181
2007-06-28,  93.009,  94.256,  95.877
2007-06-29,  92.903,  94.156,  95.786
2007-07-02,  92.181,  93.651,  95.568
2007-07-03,  92.346,  93.714,  95.494
2007-07-04,  92.346,  93.713,  95.493
2007-07-05,  92.399,  93.783,  95.585
2007-07-06,  92.113,  93.595,  95.525
2007-07-09,  92.099,  93.571,  95.490
2007-07-10,  91.791,  93.353,  95.390
2007-07-11,  91.741,  93.327,  95.397
2007-07-12,  91.489,  93.140,  95.295
2007-07-13,  91.384,  93.033,  95.186
2007-07-16,  91.229,  92.929,  95.150
2007-07-17,  91.266,  92.930,  95.103
2007-07-18,  91.087,  92.816,  95.076
2007-07-19,  91.100,  92.754,  94.913
2007-07-20,  90.948,  92.738,  95.078
2007-07-23,  91.027,  92.678,  94.834
2007-07-24,  90.688,  92.525,  94.929
2007-07-25,  91.158,  92.938,  95.264
2007-07-26,  91.211,  93.136,  95.657
2007-07-27,  91.733,  93.564,  95.960
2007-07-30,  91.930,  93.607,  95.796
2007-07-31,  91.768,  93.443,  95.630
2007-08-01,  91.584,  93.418,  95.818
2007-08-02,  91.503,  93.322,  95.701
2007-08-03,  91.105,  93.122,  95.765
2007-08-06,  91.064,  93.129,  95.837
2007-08-07,  91.402,  93.334,  95.864
2007-08-08,  91.144,  93.118,  95.706
2007-08-09,  91.544,  93.458,  95.964
2007-08-10,  91.474,  93.539,  96.246
2007-08-13,  91.679,  93.621,  96.163
2007-08-14,  92.192,  94.057,  96.497
2007-08-15,  92.737,  94.514,  96.837
2007-08-16,  92.727,  94.916,  97.789
2007-08-17,  92.098,  94.333,  97.268
2007-08-20,  92.061,  94.228,  97.070
2007-08-21,  92.081,  94.282,  97.171
2007-08-22,  92.011,  94.114,  96.873
2007-08-23,  91.817,  93.999,  96.862
2007-08-24,  91.458,  93.704,  96.653
2007-08-27,  91.397,  93.628,  96.559
2007-08-28,  91.615,  93.854,  96.796
2007-08-29,  91.467,  93.734,  96.712
2007-08-30,  91.523,  93.749,  96.674
2007-08-31,  91.538,  93.684,  96.499
2007-09-03,  91.538,  93.685,  96.503
2007-09-04,  91.495,  93.661,  96.504
2007-09-05,  91.182,  93.562,  96.695
2007-09-06,  91.179,  93.464,  96.468
2007-09-07,  90.775,  93.311,  96.654
2007-09-10,  90.665,  93.252,  96.666
2007-09-11,  90.309,  92.943,  96.421
2007-09-12,  89.987,  92.659,  96.187
2007-09-13,  90.055,  92.638,  96.047
2007-09-14,  90.156,  92.728,  96.122
2007-09-17,  90.211,  92.843,  96.318
2007-09-18,  90.049,  92.679,  96.152
2007-09-19,  89.599,  92.176,  95.576
2007-09-20,  88.513,  91.445,  95.331
2007-09-21,  88.673,  91.509,  95.263
2007-09-24,  88.568,  91.425,  95.208
2007-09-25,  88.414,  91.362,  95.272
2007-09-26,  88.669,  91.457,  95.145
2007-09-27,  88.576,  91.374,  95.077
2007-09-28,  87.989,  90.969,  94.923
2007-10-01,  87.947,  90.906,  94.831
2007-10-02,  88.344,  91.144,  94.851
2007-10-03,  88.416,  91.129,  94.716
2007-10-04,  88.450,  91.188,  94.810
2007-10-05,  87.895,  90.767,  94.572
2007-10-08,  87.895,  90.776,  94.593
2007-10-09,  88.216,  90.888,  94.419
2007-10-10,  87.933,  90.743,  94.464
2007-10-11,  87.661,  90.519,  94.307
2007-10-12,  87.765,  90.624,  94.411
2007-10-15,  87.656,  90.568,  94.428
2007-10-16,  87.840,  90.740,  94.583
2007-10-17,  87.573,  90.544,  94.484
2007-10-18,  87.207,  90.337,  94.499
2007-10-19,  86.933,  90.131,  94.387
2007-10-22,  87.742,  90.704,  94.633
2007-10-23,  87.012,  90.219,  94.487
2007-10-24,  87.055,  90.254,  94.512
2007-10-25,  86.800,  90.021,  94.310
2007-10-26,  86.386,  89.681,  94.072
2007-10-29,  86.176,  89.443,  93.795
2007-10-30,  86.067,  89.356,  93.741
2007-10-31,  85.852,  89.171,  93.597
2007-11-01,  85.890,  89.195,  93.601
2007-11-02,  85.368,  88.926,  93.686
2007-11-05,  85.308,  88.919,  93.751
2007-11-06,  84.783,  88.529,  93.553
2007-11-07,  84.055,  88.099,  93.547
2007-11-08,  84.310,  88.297,  93.664
2007-11-09,  84.508,  88.494,  93.855
2007-11-12,  84.508,  88.497,  93.864
2007-11-13,  85.452,  89.130,  94.058
2007-11-14,  85.359,  88.997,  93.868
2007-11-15,  85.979,  89.468,  94.131
2007-11-16,  85.760,  89.346,  94.145
2007-11-19,  85.963,  89.553,  94.355
2007-11-20,  85.612,  89.289,  94.214
2007-11-21,  85.536,  89.361,  94.493
2007-11-22,  85.536,  89.353,  94.473
2007-11-23,  85.473,  89.264,  94.349
2007-11-26,  85.298,  89.170,  94.370
2007-11-27,  85.739,  89.432,  94.379
2007-11-28,  85.920,  89.445,  94.157
2007-11-29,  85.913,  89.393,  94.042
2007-11-30,  86.482,  89.645,  93.853
2007-12-03,  86.426,  89.664,  93.976
2007-12-04,  86.443,  89.689,  94.013
2007-12-05,  86.996,  89.897,  93.744
2007-12-06,  87.075,  89.949,  93.758
2007-12-07,  86.879,  89.764,  93.589
2007-12-10,  86.815,  89.705,  93.536
2007-12-11,  86.910,  89.741,  93.492
2007-12-12,  86.939,  89.759,  93.494
2007-12-13,  87.563,  90.159,  93.589
2007-12-14,  87.957,  90.457,  93.754
2007-12-17,  87.934,  90.559,  94.026
2007-12-18,  87.992,  90.583,  94.004
2007-12-19,  88.103,  90.637,  93.982
2007-12-20,  87.869,  90.493,  93.959
2007-12-21,  87.829,  90.391,  93.773
2007-12-24,  87.596,  90.204,  93.649
2007-12-25,  87.596,  90.203,  93.648
2007-12-26,  87.193,  89.948,  93.595
2007-12-27,  86.824,  89.711,  93.537
2007-12-28,  86.341,  89.433,  93.543
2007-12-31,  86.766,  89.654,  93.484
2008-01-01,  86.766,  89.654,  93.482
2008-01-02,  86.309,  89.375,  93.445
2008-01-03,  86.275,  89.255,  93.208
2008-01-04,  86.236,  89.269,  93.294
2008-01-07,  86.780,  89.593,  93.321
2008-01-08,  86.505,  89.362,  93.150
2008-01-09,  86.991,  89.702,  93.293
2008-01-10,  86.914,  89.644,  93.261
2008-01-11,  86.903,  89.543,  93.038
2008-01-14,  86.594,  89.296,  92.877
2008-01-15,  86.411,  89.176,  92.840
2008-01-16,  87.130,  89.689,  93.076
2008-01-17,  87.064,  89.667,  93.112
2008-01-18,  87.343,  89.918,  93.326
2008-01-21,  87.343,  89.945,  93.389
2008-01-22,  87.229,  89.859,  93.341
2008-01-23,  87.251,  89.932,  93.482
2008-01-24,  86.325,  89.225,  93.071
2008-01-25,  86.463,  89.240,  92.921
2008-01-28,  86.064,  88.978,  92.843
2008-01-29,  85.992,  88.857,  92.657
2008-01-30,  85.849,  88.768,  92.640
2008-01-31,  85.837,  88.678,  92.444
2008-02-01,  85.623,  88.506,  92.329
2008-02-04,  85.641,  88.502,  92.297
2008-02-05,  86.533,  89.097,  92.492
2008-02-06,  86.439,  89.020,  92.436
2008-02-07,  87.156,  89.442,  92.465
2008-02-08,  86.836,  89.244,  92.430
2008-02-11,  86.787,  89.237,  92.477
2008-02-12,  86.456,  88.977,  92.314
2008-02-13,  86.717,  89.161,  92.395
2008-02-14,  86.387,  88.929,  92.294
2008-02-15,  86.402,  88.924,  92.262
2008-02-18,  86.402,  88.924,  92.261
2008-02-19,  86.642,  88.984,  92.082
2008-02-20,  87.036,  89.279,  92.244
2008-02-21,  86.245,  88.739,  92.040
2008-02-22,  86.296,  88.730,  91.951
2008-02-25,  85.940,  88.562,  92.034
2008-02-26,  85.398,  88.126,  91.740
2008-02-27,  84.331,  87.362,  91.386
2008-02-28,  83.988,  87.064,  91.149
2008-02-29,  84.001,  87.192,  91.435
2008-03-03,  84.094,  87.265,  91.479
2008-03-04,  84.207,  87.329,  91.477
2008-03-05,  84.004,  87.162,  91.359
2008-03-06,  83.537,  86.938,  91.469
2008-03-07,  83.691,  87.153,  91.766
2008-03-10,  83.658,  87.171,  91.856
2008-03-11,  83.877,  87.203,  91.630
2008-03-12,  83.218,  86.756,  91.475
2008-03-13,  82.595,  86.418,  91.530
2008-03-14,  82.582,  86.459,  91.645
2008-03-17,  82.258,  86.369,  91.883
2008-03-18,  82.182,  86.147,  91.457
2008-03-19,  83.023,  86.602,  91.375
2008-03-20,  84.131,  87.350,  91.631
2008-03-21,  84.054,  87.232,  91.457
2008-03-24,  84.261,  87.332,  91.411
2008-03-25,  83.568,  86.856,  91.231
2008-03-26,  83.070,  86.574,  91.246
2008-03-27,  82.957,  86.483,  91.185
2008-03-28,  83.211,  86.661,  91.258
2008-03-31,  83.388,  86.712,  91.136
2008-04-01,  84.089,  87.051,  90.981
2008-04-02,  83.928,  86.913,  90.877
2008-04-03,  83.435,  86.668,  90.970
2008-04-04,  83.255,  86.537,  90.905
2008-04-07,  83.507,  86.630,  90.779
2008-04-08,  83.699,  86.763,  90.833
2008-04-09,  83.469,  86.603,  90.767
2008-04-10,  83.532,  86.539,  90.532
2008-04-11,  83.469,  86.527,  90.590
2008-04-14,  83.309,  86.374,  90.445
2008-04-15,  83.446,  86.495,  90.545
2008-04-16,  82.592,  85.931,  90.377
2008-04-17,  82.966,  86.134,  90.346
2008-04-18,  83.598,  86.555,  90.479
2008-04-21,  83.137,  86.326,  90.565
2008-04-22,  82.594,  85.956,  90.433
2008-04-23,  83.451,  86.411,  90.340
2008-04-24,  83.932,  86.742,  90.469
2008-04-25,  84.041,  86.860,  90.597
2008-04-28,  83.968,  86.790,  90.531
2008-04-29,  83.957,  86.898,  90.802
2008-04-30,  84.030,  86.917,  90.747
2008-05-01,  84.525,  87.159,  90.648
2008-05-02,  84.735,  87.256,  90.594
2008-05-05,  84.448,  87.090,  90.589
2008-05-06,  83.977,  86.874,  90.718
2008-05-07,  84.528,  87.370,  91.139
2008-05-08,  84.584,  87.484,  91.332
2008-05-09,  84.183,  87.280,  91.394
2008-05-12,  83.967,  87.069,  91.191
2008-05-13,  84.076,  87.163,  91.263
2008-05-14,  84.359,  87.396,  91.429
2008-05-15,  84.145,  87.213,  91.286
2008-05-16,  83.679,  86.816,  90.984
2008-05-19,  83.852,  86.853,  90.837
2008-05-20,  83.310,  86.593,  90.962
2008-05-21,  82.823,  86.191,  90.677
2008-05-22,  83.068,  86.354,  90.726
2008-05-23,  82.817,  86.224,  90.762
2008-05-26,  82.817,  86.221,  90.756
2008-05-27,  83.185,  86.476,  90.856
2008-05-28,  83.425,  86.525,  90.644
2008-05-29,  83.676,  86.592,  90.461
2008-05-30,  83.747,  86.580,  90.336
2008-06-02,  83.887,  86.660,  90.335
2008-06-03,  84.308,  86.863,  90.247
2008-06-04,  84.544,  87.126,  90.546
2008-06-05,  84.569,  87.124,  90.507
