800123,768.5,775.5,768,775.5,1715,1495
800124,772.25,772.25,766,767,775,2085
800125,767.5,769.5,764,767.25,595,2580
800128,764,769.5,763.5,765.5,740,3045
800129,768.5,768.5,764.5,765,585,3380
800130,769,770.5,768,768,495,3585
800131,765,772.5,765,772.5,225,3770
800201,772,772.5,767,767,210,3875
800204,770,777,770,777,130,3960
800205,772,776.5,771.5,773.25,730,4515
800206,774,787,773,773.25,1255,5240
800207,775,780,774,779,405,5645
800208,779.5,779.5,777,777,245,5805
800211,776,782,775.5,780,200,5805
800212,775.5,776.5,771,773.5,220,5725
800213,772.5,774,771.5,774,380,5835
800214,774,775.5,765,765.5,130,5905
800215,766.5,766.5,762,762.5,140,5840
800219,760,762,749,750.5,835,6225
800220,752,757.5,752,757.5,220,6245
800221,760,760,754.5,757,1060,6970
800222,752.5,754.5,748,753.25,940,7265
800225,752.5,756,752.5,753,1210,7820
800226,750,753.5,747.5,747.5,530,7960
800227,746.5,754,745,754,260,8215
800228,753.5,753.5,750,751,175,8295
800229,747.5,753,747.5,748.25,260,8360
800303,744.5,747.5,742,747,425,8535
800304,749,755,749,752,445,8725
800305,752.5,757.5,752,756.25,530,8960
800306,755.5,760.5,751,751,295,9090
800307,748.5,750,744,744.5,505,9275
800310,742,742,733,739,1305,9680
800311,739,740,728,729.25,4510,10820
800312,733,735,729.5,735,1005,10755
800313,733.5,733.5,727,727.5,515,10800
800314,726.5,732,726.5,732,940,11170
800317,726.5,730,723,729.5,2500,11370
800318,732,733.5,727,730.25,1650,12515
800319,733.5,736.5,732,734.5,1220,13050
800320,735.5,736,728,728,265,13210
800321,723.5,725.5,723,723,955,13480
800324,722.5,724,714,715.5,2660,14710
800325,716,718,714,714,1755,15805
800326,712,712.5,705.5,709,2595,15930
800327,700,700,680,695,4865,17335
800328,698,698,690,696.5,1625,17360
800331,696,696.5,682,684.5,2045,17670
800401,680.5,682.5,672.5,676,1490,17825
800402,673.5,679,667.5,678.75,2835,18300
800403,683,686.5,680,683.5,3415,19665
800407,690,692.5,682,683.5,2220,19555
800408,685,688,682,688,1165,19755
800409,694.5,697.5,690,696.5,2995,20330
800410,695.5,695.5,687,689.5,780,20445
800411,687.5,690,684.5,690,3085,21615
800414,692,692,681,683.5,1575,22750
800415,681,690.5,679.5,690.25,3360,23730
800416,695.5,697,691.5,695,1885,24355
800417,693.5,694,687,689,5730,24850
800418,681.5,685.5,681.5,684,1630,24060
800421,682,693,678,689.5,3590,24175
800422,688.5,696.5,685.5,694,3745,25355
800423,693.5,695.5,686.5,689,1190,25815
800424,688.5,689.5,686,689.5,1095,25665
800425,697,701.5,694,698,1700,25960
800428,689.5,691.5,685.5,686,2020,25830
800429,686,686.5,674,677,5765,28135
800430,675.5,680.5,673.5,680.25,4040,29640
800501,676.5,682.5,676.5,676.5,1605,29710
800502,676,681.5,676,681,2270,30185
800505,693,697,684,696,7570,33135
800506,694,696.5,688,691,1895,33705
800507,691,691.5,685.5,687,2695,34225
800508,691,700,689.5,692,5905,36550
800509,688.5,697,686.5,692,2395,37390
800512,683,686.5,677,677,2165,37730
800513,680,685,679.5,683.75,1490,37790
800514,685.5,687,680.5,680.5,1865,38070
800515,678,683.5,675.5,682.5,5595,40495
800516,679.5,682,675,676,2150,41745
800519,675.5,680,672.5,679,1715,42380
800520,682,685.5,680,685.5,3275,42585
800521,687,691.5,683.5,687,5215,43385
800522,689.5,692,687.5,689.75,3175,43310
800523,686,689,685,688.75,3065,43515
800527,688.75,689.5,685,689,2415,44315
800528,688.5,692.5,685,686,3240,44845
800529,684,684,679.5,681,4815,45915
800530,680,683.5,679.5,683.5,2510,46765
800602,680,682,672,674,2935,47355
800603,674.5,678.5,667,678.5,7395,47395
800604,677.5,679.5,674,677.5,6380,47710
800605,676.5,681,674.5,676,1310,47680
800606,675.5,677,674.25,674.75,2220,48145
800609,677.5,685,677.5,683,3815,47965
800610,682.5,686.5,680,682.5,2215,48445
800611,683.5,689.5,683.5,684.5,4715,49380
800612,684,684,680,682,3135,50535
800613,682,685,681,685,2065,51355
800616,687,695.5,685.5,695.5,3410,52505
800617,696,704,693,693.25,5400,53170
800618,696,700.5,694.5,696,4405,54165
800619,698,703.5,694,694.25,6160,55350
800620,699,699,692,697,10100,58940
800623,701.5,710.5,701.5,709.75,7860,62755
800624,710,712,707,711.75,10395,65870
800625,714,721,711.5,721,9410,66410
800626,720.5,720.5,715,716.5,6460,67295
800627,715.5,723,715,722.75,9125,71230
800630,726.5,738,719.5,737.75,11525,76495
800701,733,744.5,732,742.5,13550,80675
800702,760,772.5,752,768.5,15920,85165
800703,760,774,760,774,7490,86365
800707,787,803,775,775.5,17150,88360
800708,778,793,768.5,791.5,13045,88730
800709,782,784,765,765.5,8815,88455
800710,788,792,780,780.5,7625,89300
800711,804.5,806,795.5,800.5,11535,92310
800714,830.5,830.5,830.5,830.5,6005,93055
800715,850,855,812,819.5,21440,95150
800716,832,842,817,837,16000,98245
800717,853,856.5,830.5,845.5,29550,103940
800718,825,841.5,825,828.5,17285,105125
800721,805,814.5,798.5,798.5,12980,106955
800722,785,809,785,787,16965,106670
800723,800,810,794,808.5,21325,106595
800724,830,832,779,780,14830,106625
800725,782,788,764,766.5,14820,105055
800728,769,791,764.5,790.5,10460,106070
800729,798,805,787.5,804.5,13945,105760
800730,803.5,808,792,794.5,13990,106655
800731,816,824.5,809,824.5,14625,108395
800801,821,842,819,841.5,16055,108470
800804,811.5,815,811.5,811.5,7910,108955
800805,810,820,797,819.75,12805,108635
800806,818.5,828,811,814.5,16210,111650
800807,818,821,803,803.5,9240,111800
800808,810,814.5,799,804.5,15370,112635
800811,792,797.5,789,790.25,11705,111885
800812,800,820.25,800,814.75,14735,115570
800813,809,819,808,812.5,18315,114605
800814,811,821,799,800.5,14655,117045
800815,791,793.5,780,782,16800,117805
800818,781.5,793.5,778,791.25,16685,119955
800819,793,795.5,789,790.75,12620,121550
800820,796,797,781.5,783.5,10960,121715
800821,788,803,784,802.5,13610,122145
800822,799,805,792.5,794,17360,123120
800825,799,816,796,816,19005,125950
800826,818,826,813,821,23625,127480
800827,820,825,813.5,816.5,16945,129870
800828,818,823.5,814,823,12500,131055
800829,830,852,830,850.25,24985,137395
800902,852,869,847,867.5,25715,141645
800903,865,870,856.5,864.5,29155,145325
800904,864.5,865.5,849.5,857,26650,148775
800905,853.5,871,853,867,23830,150765
800908,877,890,877,885.25,25205,153330
800909,881,892,872.5,882.25,30560,156110
800910,881,884,876,879.75,17190,155820
800911,879,885,877,883.25,19820,157135
800912,885.5,905,863,865.5,47155,160865
800915,869.5,875,864.5,866.5,18330,159335
800916,871,888,859,887.5,32785,163570
800917,890,899,881,889.25,28300,166280
800918,887,895,884.5,893.75,19475,168135
800919,900,917.5,897,912.5,35860,174730
800922,917,919,904,904.5,26995,178335
800923,903,913,896,911.25,38280,180750
800924,910,910.5,892,894.5,40230,181160
800925,888.5,892.5,875,877,35505,182585
800926,875,876.5,847,848.5,45570,182795
800929,843,860,828.5,845,53095,185020
800930,852,861,848.5,857.25,31630,183245
801001,861,863,851.5,859,26565,185440
801002,855,855,836,836.5,42455,192115
801003,832,851.5,832,847.75,30640,193240
801006,852,872,852,871.5,44795,197215
801007,871,873.5,864,867,36610,203170
801008,875,878.5,868,868.25,27925,207130
801009,871,873,863.5,868.75,26800,208635
801010,873.5,876.5,868,869.5,31320,212130
801013,899.5,899.5,899.5,899.5,12485,211090
801014,908,915,904.5,908.5,61955,219880
801015,910,915,900.5,909,54835,230495
801016,902,904.5,897,897.5,47365,239990
801017,892,910,890.5,909.5,57050,250555
801020,914,920.5,903.5,905.5,84755,257420
801021,902,925,898.5,924,52945,262205
801022,940,954,936.5,950,78965,273180
801023,945,953.5,940.5,943.5,66820,285120
801024,961,963,951,957,74595,293650
801027,950,950,935.5,937.25,61555,295295
801028,940,967.25,937,967.25,77260,300250
801029,966,974,956,959,79310,304820
801030,958,978,944,946.5,121865,311680
801031,954,956,940,949.5,85865,314555
801103,950,973,948,971.5,81210,322610
801105,978,986,966,982,103355,324605
801106,973,975,952,952,99940,324290
801107,940,951,931,944,97630,316345
801110,946,946.5,934.5,940.5,52010,315275
801111,939,945.5,915,915.5,111045,314055
801112,920,944,919,937.5,79060,317985
801113,935,944.5,927,935.5,85100,313770
801114,933,957,930,956,80935,313955
801117,951,963,947,954.5,95890,314035
801118,964,975,960,967.75,95910,316725
801119,970,970.5,959,963.5,79790,322130
801120,965,988,960.5,978,100780,327540
801121,973,982,971,978.5,77615,335245
801124,975,975,948.5,948.5,139570,342560
801125,943,949.5,935,947.5,165260,349665
801126,950,959,944,958,145430,350965
801128,958,973,955.5,966.25,117740,356430
801201,967,971,936.25,936.25,171180,351580
801202,928,929,906.25,918,202700,345700
801203,920,922,892,893.75,202485,343520
801204,896,904.5,886,894.25,209860,344730
801205,894,894,865,879,206105,346400
801208,874,887,855,856,148805,351950
801209,851,852,826,826,204070,353550
801210,812,819,796,796,191420,359430
801211,786,790,766,766,97225,358655
801212,736,793,736,770,179515,350475
801215,795,800,783,800,111830,342815
801216,790,813,775,802.5,193110,342250
801217,808,816,796,809,151530,343240
801218,812,812,799,806,110490,344150
801219,807,819,805,817.5,114490,350240
801222,818,828.5,816.5,824,92645,353090
801223,828,834.5,827,830.5,91960,346325
801224,826,826.5,816,820,53780,345600
801229,814,814,801,803,108020,351730
801230,799,804.5,785,791.25,147500,368715
801231,789,821.25,785,818.5,117160,374030
810102,818,841.5,813,840.5,186115,349335
810105,847,855,833,834,222005,333195
810106,830,845,825.5,842.75,211640,322970
810107,838,840,822.5,834,237885,309990
810108,830,834,820,821.75,177150,302650
810109,820,827,811,816.5,185970,292300
810112,815,835.5,815,833,149090,285650
810113,827,834,820.5,823,136480,284090
810114,820,834,820,823,140655,271700
810115,793,803,793,793,99525,264750
810116,797,800.5,786,787.5,146940,259290
810119,785,794.5,777,778,128450,247735
810120,773,787.5,773,785.5,121125,250550
810121,786,788.5,773,774,96285,241720
810122,770,772,745,746,150325,237955
810123,746,752,723,724,148640,229405
810126,719,737,709,732,143305,223640
810127,737,745.5,733,742,122165,217915
810128,737,744.5,734,737.5,89610,215840
810129,731,731,708.5,715,116660,212250
810130,711,728,711,725.5,110370,207155
810202,726,737.5,726,733.5,92130,205125
810203,745,763,745,762.5,107695,199380
810204,761,767.5,748,752.75,115620,196305
810205,748,756,740.5,754.5,86345,193755
810206,751,772,747.5,767.5,126120,191325
810209,750,755,737.5,737.75,109545,184490
810210,735,751,733,746,114450,183025
810211,747,752.5,745.5,751,68420,183590
810212,746,746,729,740.25,87390,178070
810213,732,754,732,747.75,106935,177760
810217,753,769.5,746,761.5,115415,172200
810218,757,758.5,742.5,748,127155,159290
810219,750,763.5,750,759,98105,151545
810220,765,770,758.5,762.5,59660,142110
810223,750,755,747,753,58630,130470
810224,756,763,753,753.75,62235,122535
810225,751,752,746.5,748,72690,98820
810226,739,742.5,735,737.25,121400,82535
810227,738,745,736.5,737,121070,58125
810302,726,726,707,707,79620,43490
810303,712.5,718.5,708,717,52815,30145
810304,714,714.5,695,704.5,47065,26405
810305,705,714,702.5,703.5,36980,24635
810306,705,714,705,708.75,24630,19495
810309,720,729,720,724.75,20650,17030
810310,731,731.5,715,715.5,21145,13530
810311,708,715,700.5,715,18065,12185
810312,713,731.5,713,731.25,10165,11710
810313,737,739,728,733,11295,9595
810316,734,741,726,733,10670,7800
810317,732,749.5,729,748.5,9110,6145
810318,748,755,746,755,7530,6365
810319,753.5,758,750.5,756,6380,3885
810320,748,748,737,740,3235,2970
