"Date","Open","High","Low","Close","Volume","OpenInt"
07/26/2000,494.00,496.00,493.50,496.00,3,2
07/27/2000,503.50,503.50,503.00,503.00,11,12
07/28/2000,495.50,495.50,495.50,495.50,0,12
07/31/2000,493.00,493.00,493.00,493.00,10,22
08/01/2000,490.00,490.00,490.00,490.00,0,22
08/02/2000,495.25,495.25,495.25,495.25,0,22
08/03/2000,490.50,490.50,490.50,490.50,0,22
08/04/2000,494.00,494.00,490.00,490.00,125,147
08/07/2000,490.00,490.00,486.00,486.00,10,157
08/08/2000,493.00,493.00,493.00,493.00,0,157
08/09/2000,491.00,491.00,491.00,491.00,0,157
08/10/2000,496.50,496.50,496.50,496.50,0,157
08/11/2000,502.00,502.00,502.00,502.00,0,157
08/14/2000,505.00,505.00,502.00,503.50,1,158
08/15/2000,506.00,506.00,506.00,506.00,0,158
08/16/2000,511.50,511.50,511.50,511.50,1,159
08/17/2000,507.00,507.00,507.00,507.00,0,159
08/18/2000,507.00,507.00,504.75,504.75,1,160
08/21/2000,510.00,510.00,510.00,510.00,0,160
08/22/2000,505.00,505.00,505.00,505.00,0,160
08/23/2000,505.50,505.50,505.50,505.50,0,160
08/24/2000,506.50,508.50,506.50,508.00,2,162
08/25/2000,512.50,512.50,508.00,508.00,1,163
08/28/2000,517.50,517.50,517.50,517.50,0,163
08/29/2000,526.00,530.00,526.00,530.00,6,162
08/30/2000,531.00,531.00,527.00,527.00,15,164
08/31/2000,540.00,540.00,540.00,540.00,0,164
09/01/2000,537.00,537.00,537.00,537.00,0,164
09/05/2000,548.00,549.00,545.00,545.00,116,233
09/06/2000,538.50,538.50,529.00,529.00,9,214
09/07/2000,527.00,528.00,523.00,523.50,2,214
09/08/2000,538.00,538.00,538.00,538.00,1,215
09/11/2000,535.00,538.00,535.00,538.00,5,210
09/12/2000,537.00,537.00,531.00,537.00,33,231
09/13/2000,533.25,533.25,533.25,533.25,0,228
09/14/2000,525.50,525.50,525.50,525.50,0,228
09/15/2000,518.50,518.50,518.50,518.50,0,228
09/18/2000,518.00,526.00,518.00,524.25,23,251
09/19/2000,523.00,523.50,518.50,518.50,4,254
09/20/2000,523.00,529.50,522.50,522.75,68,284
09/21/2000,529.00,530.00,527.00,527.00,1,284
09/22/2000,532.50,534.00,530.00,530.00,23,300
09/25/2000,528.00,530.00,527.00,528.00,7,303
09/26/2000,532.00,532.00,527.00,527.00,5,304
09/27/2000,529.00,529.00,529.00,529.00,0,304
09/28/2000,534.00,536.50,530.50,530.50,14,310
09/29/2000,528.00,528.00,524.50,524.50,6,316
10/02/2000,525.00,525.00,523.00,523.00,4,316
10/03/2000,522.00,523.00,520.50,522.50,3,319
10/04/2000,523.50,525.50,521.00,521.25,15,328
10/05/2000,519.50,521.50,518.50,518.50,19,347
10/06/2000,522.00,522.00,519.00,519.00,6,353
10/09/2000,519.00,519.00,516.00,516.50,6,359
10/10/2000,519.00,519.00,517.00,518.00,905,581
10/11/2000,517.00,517.00,513.00,513.00,24,587
10/12/2000,514.00,515.00,509.50,509.50,18,602
10/13/2000,509.00,509.00,502.50,502.50,6,606
10/16/2000,502.50,502.50,501.00,502.00,7,613
10/17/2000,506.00,507.00,505.50,506.00,43,615
10/18/2000,505.00,506.50,503.50,503.50,13,626
10/19/2000,507.00,509.00,506.00,506.00,13,630
10/20/2000,508.00,508.00,504.00,504.00,6,635
10/23/2000,504.50,504.50,500.00,500.00,26,655
10/24/2000,500.00,503.00,497.00,502.25,66,633
10/25/2000,502.50,503.75,501.00,501.50,29,649
10/26/2000,501.00,503.00,497.25,497.25,126,674
10/27/2000,498.00,499.00,493.00,493.00,53,709
10/30/2000,495.50,496.00,492.50,494.00,19,717
10/31/2000,495.00,499.00,494.00,496.00,119,736
11/01/2000,496.00,502.00,495.50,499.00,33,735
11/02/2000,506.00,510.00,506.00,508.00,25,726
11/03/2000,509.00,512.00,509.00,510.25,118,764
11/06/2000,513.50,516.00,510.50,510.50,7,764
11/07/2000,510.00,512.00,510.00,512.00,4,767
11/08/2000,511.00,512.00,509.50,510.00,34,767
11/09/2000,506.00,506.00,503.00,503.50,113,851
11/10/2000,503.50,504.00,497.00,498.50,8,853
11/13/2000,498.50,500.00,495.50,500.00,9,853
11/14/2000,502.00,502.00,500.00,500.25,18,855
